Stage,Config ID,lambda_fin,hybrid_delta,prior_kl_weight,min_allocation,Best Epoch,Best Validation Objective,CRPS,Direction Brier,Tail Brier,Stress CRPS,Stress Tail Brier,Mean predicted tail probability,Observed tail frequency,Tail calibration gap,Stress predicted tail probability,Stress observed tail frequency,Stress tail calibration gap,Mean pi_D,Mean pi_N,Mean pi_T,"Corr(risk, pi_T)","Corr(dir_unc, pi_D)",Risk monotonic violations,Dir monotonic violations,Delta pi_T risk 0->1,Delta pi_D dir 0->1,CRPS Delta,Direction Brier Delta,Tail Brier Delta,Stress CRPS Delta,Stress Tail Brier Delta,Tail calibration gap Delta,Stress tail calibration gap Delta,CRPS Delta %,Best Epoch STD,Best Validation Objective STD,CRPS STD,Direction Brier STD,Tail Brier STD,Stress CRPS STD,Stress Tail Brier STD,Mean predicted tail probability STD,Observed tail frequency STD,Tail calibration gap STD,Stress predicted tail probability STD,Stress observed tail frequency STD,Stress tail calibration gap STD,Mean pi_D STD,Mean pi_N STD,Mean pi_T STD,"Corr(risk, pi_T) STD","Corr(dir_unc, pi_D) STD",Risk monotonic violations STD,Dir monotonic violations STD,Delta pi_T risk 0->1 STD,Delta pi_D dir 0->1 STD,CRPS Delta STD,Direction Brier Delta STD,Tail Brier Delta STD,Stress CRPS Delta STD,Stress Tail Brier Delta STD,Tail calibration gap Delta STD,Stress tail calibration gap Delta STD,CRPS Delta % STD,Monotonic OK,CRPS Constraint OK,Eligible,Rank
Stage1,S1_026,3.0,0.1,0.0,0.0,45.4,1.3069522619247436,0.7331423163414001,0.22299900352954866,0.07864633053541184,1.2356008410453796,0.15259489193558692,0.04985705353319645,0.08676922991871834,0.03691217638552189,0.17595657408237458,0.18591518998146056,0.034416472911834715,0.368624621629715,0.2960850358009338,0.33529032766819,0.9238990822427734,0.6638871976626483,0.0,0.0,0.557004189491272,0.30332930088043214,0.00027672052383422854,-0.00017692893743515015,-0.00047895312309265137,5.364418029785156e-05,-0.0011916138231754304,-0.007585449144244194,-0.011173529922962189,0.03958162525376422,3.8930136855083823,0.0543838289210557,0.025628748942272038,0.004008831827188804,0.005700060705239026,0.11054400246920877,0.025785209907862993,0.004958816374031158,0.006916425583905123,0.010196706294839469,0.012319039302673494,0.04140524242921386,0.02857551409777203,0.0029505601957058067,0.0010155005552356826,0.0029444705122544513,0.0038133205894000047,0.019554510689014294,0.0,0.0,3.631620783413146e-05,0.00014336200541767555,0.0007865153532067432,0.00047055834594479266,0.0003766468236194719,0.005557836773408909,0.0025458307885508143,0.001849908145136891,0.023110563845213383,0.10817304076363894,True,True,True,1
Stage2,S2_001,3.0,0.1,0.0,0.0,45.4,1.3069522619247436,0.7331423163414001,0.22299900352954866,0.07864633053541184,1.2356008410453796,0.15259489193558692,0.04985705353319645,0.08676922991871834,0.03691217638552189,0.17595657408237458,0.18591518998146056,0.034416472911834715,0.368624621629715,0.2960850358009338,0.33529032766819,0.9238990822427734,0.6638871976626483,0.0,0.0,0.557004189491272,0.30332930088043214,0.00027672052383422854,-0.00017692893743515015,-0.00047895312309265137,5.364418029785156e-05,-0.0011916138231754304,-0.007585449144244194,-0.011173529922962189,0.03958162525376422,3.8930136855083823,0.0543838289210557,0.025628748942272038,0.004008831827188804,0.005700060705239026,0.11054400246920877,0.025785209907862993,0.004958816374031158,0.006916425583905123,0.010196706294839469,0.012319039302673494,0.04140524242921386,0.02857551409777203,0.0029505601957058067,0.0010155005552356826,0.0029444705122544513,0.0038133205894000047,0.019554510689014294,0.0,0.0,3.631620783413146e-05,0.00014336200541767555,0.0007865153532067432,0.00047055834594479266,0.0003766468236194719,0.005557836773408909,0.0025458307885508143,0.001849908145136891,0.023110563845213383,0.10817304076363894,True,True,True,2
Stage3,S3_001,3.0,0.1,0.0,0.0,45.4,1.3069522619247436,0.7331423163414001,0.22299900352954866,0.07864633053541184,1.2356008410453796,0.15259489193558692,0.04985705353319645,0.08676922991871834,0.03691217638552189,0.17595657408237458,0.18591518998146056,0.034416472911834715,0.368624621629715,0.2960850358009338,0.33529032766819,0.9238990822427734,0.6638871976626483,0.0,0.0,0.557004189491272,0.30332930088043214,0.00027672052383422854,-0.00017692893743515015,-0.00047895312309265137,5.364418029785156e-05,-0.0011916138231754304,-0.007585449144244194,-0.011173529922962189,0.03958162525376422,3.8930136855083823,0.0543838289210557,0.025628748942272038,0.004008831827188804,0.005700060705239026,0.11054400246920877,0.025785209907862993,0.004958816374031158,0.006916425583905123,0.010196706294839469,0.012319039302673494,0.04140524242921386,0.02857551409777203,0.0029505601957058067,0.0010155005552356826,0.0029444705122544513,0.0038133205894000047,0.019554510689014294,0.0,0.0,3.631620783413146e-05,0.00014336200541767555,0.0007865153532067432,0.00047055834594479266,0.0003766468236194719,0.005557836773408909,0.0025458307885508143,0.001849908145136891,0.023110563845213383,0.10817304076363894,True,True,True,3
Stage2,S2_002,3.0,0.1,0.0,0.005,45.4,1.3063477516174316,0.7331377029418945,0.2229969546198845,0.07864814400672912,1.235592257976532,0.15259746685624123,0.049809014424681664,0.08676922991871834,0.03696021549403668,0.17576234936714172,0.18591518998146056,0.034445223212242124,0.36809549629688265,0.29664371013641355,0.33526079058647157,0.9238990446470309,0.6638872124386547,0.0,0.0,0.548649150133133,0.29877946674823763,0.00027210712432861327,-0.0001789778470993042,-0.0004771396517753601,4.506111145019531e-05,-0.0011890389025211335,-0.007537410035729409,-0.011144779622554779,0.038941224538607974,3.8930136855083823,0.054319958253408386,0.025630970976199534,0.004009312737465067,0.005701530050160606,0.11058520152525418,0.025804436233476752,0.004959846095909587,0.006916425583905123,0.01019748018261374,0.012324092596248214,0.04140524242921386,0.028611175715700553,0.0029062913683421824,0.001000254887552678,0.002900276935840619,0.0038133215271048395,0.01955450862863015,0.0,0.0,3.5810516547769094e-05,0.00014125641460167055,0.0007810802397910438,0.000469534054278853,0.00037392675910069204,0.00551285860037048,0.0025259490770398888,0.0018496806733955295,0.0229271405818094,0.10741585171306148,True,True,True,4
Stage3,S3_002,3.0,0.1,0.0,0.005,45.4,1.3063477516174316,0.7331377029418945,0.2229969546198845,0.07864814400672912,1.235592257976532,0.15259746685624123,0.049809014424681664,0.08676922991871834,0.03696021549403668,0.17576234936714172,0.18591518998146056,0.034445223212242124,0.36809549629688265,0.29664371013641355,0.33526079058647157,0.9238990446470309,0.6638872124386547,0.0,0.0,0.548649150133133,0.29877946674823763,0.00027210712432861327,-0.0001789778470993042,-0.0004771396517753601,4.506111145019531e-05,-0.0011890389025211335,-0.007537410035729409,-0.011144779622554779,0.038941224538607974,3.8930136855083823,0.054319958253408386,0.025630970976199534,0.004009312737465067,0.005701530050160606,0.11058520152525418,0.025804436233476752,0.004959846095909587,0.006916425583905123,0.01019748018261374,0.012324092596248214,0.04140524242921386,0.028611175715700553,0.0029062913683421824,0.001000254887552678,0.002900276935840619,0.0038133215271048395,0.01955450862863015,0.0,0.0,3.5810516547769094e-05,0.00014125641460167055,0.0007810802397910438,0.000469534054278853,0.00037392675910069204,0.00551285860037048,0.0025259490770398888,0.0018496806733955295,0.0229271405818094,0.10741585171306148,True,True,True,5
Stage2,S2_003,3.0,0.1,0.0,0.01,45.4,1.3057430624961852,0.733133178949356,0.22299492061138154,0.0786499761044979,1.2355837941169738,0.15260013937950134,0.04976092614233494,0.08676922991871834,0.0370083037763834,0.17556830048561095,0.18591518998146056,0.03447368443012237,0.3675663650035858,0.29720239639282225,0.33523125052452085,0.9238990056247423,0.6638872345795647,0.0,0.0,0.5402941107749939,0.29422963559627535,0.00026758313179016114,-0.0001810118556022644,-0.0004753075540065765,3.6597251892089844e-05,-0.0011863663792610168,-0.007489321753382683,-0.01111631840467453,0.03831295253718771,3.8930136855083823,0.054256155967359415,0.02563321731139174,0.00400980328901245,0.005703005564342515,0.11062642056678791,0.02582368030404118,0.004960850801841453,0.006916425583905123,0.01019823796298932,0.012329244012021743,0.04140524242921386,0.02864840494800293,0.002862026185618323,0.0009850141068750312,0.002856076246196006,0.003813324034718366,0.019554506398134542,0.0,0.0,3.5299695923726085e-05,0.00013914085124140896,0.0007756981254165359,0.0004685104424495389,0.0003711999238406034,0.005467888137731064,0.00250603645233732,0.0018494522189853367,0.02274416029584433,0.1066660487723265,True,True,True,6
Stage3,S3_003,3.0,0.1,0.0,0.01,45.4,1.3057430624961852,0.733133178949356,0.22299492061138154,0.0786499761044979,1.2355837941169738,0.15260013937950134,0.04976092614233494,0.08676922991871834,0.0370083037763834,0.17556830048561095,0.18591518998146056,0.03447368443012237,0.3675663650035858,0.29720239639282225,0.33523125052452085,0.9238990056247423,0.6638872345795647,0.0,0.0,0.5402941107749939,0.29422963559627535,0.00026758313179016114,-0.0001810118556022644,-0.0004753075540065765,3.6597251892089844e-05,-0.0011863663792610168,-0.007489321753382683,-0.01111631840467453,0.03831295253718771,3.8930136855083823,0.054256155967359415,0.02563321731139174,0.00400980328901245,0.005703005564342515,0.11062642056678791,0.02582368030404118,0.004960850801841453,0.006916425583905123,0.01019823796298932,0.012329244012021743,0.04140524242921386,0.02864840494800293,0.002862026185618323,0.0009850141068750312,0.002856076246196006,0.003813324034718366,0.019554506398134542,0.0,0.0,3.5299695923726085e-05,0.00013914085124140896,0.0007756981254165359,0.0004685104424495389,0.0003711999238406034,0.005467888137731064,0.00250603645233732,0.0018494522189853367,0.02274416029584433,0.1066660487723265,True,True,True,7
Stage2,S2_004,3.0,0.1,0.0,0.02,45.4,1.3045333743095398,0.7331242382526397,0.22299087792634964,0.07865367829799652,1.2355675101280212,0.1526056632399559,0.04966463446617127,0.08676922991871834,0.03710459545254707,0.17517972141504287,0.18591518998146056,0.034530709683895114,0.36650806069374087,0.29831976592540743,0.3351722002029419,0.9238989418221463,0.6638872520113622,0.0,0.0,0.5235840082168579,0.2851299583911896,0.00025864243507385255,-0.00018505454063415526,-0.0004716053605079651,2.0313262939453126e-05,-0.0011808425188064575,-0.007393030077219009,-0.011059293150901794,0.037071112202129344,3.8930136855083823,0.05412897819486842,0.025637699160140325,0.004010781803339499,0.005705958840739552,0.11070883028108498,0.02586219886121155,0.004962799820453701,0.006916425583905123,0.01019971605031596,0.012339437204171029,0.04140524242921386,0.02872692960022495,0.0027734984928819402,0.000954522465809969,0.0027676939117550516,0.003813325352789125,0.01955451034414225,0.0,0.0,3.4200983816068594e-05,0.00013488247880084117,0.0007649506651975773,0.00046646080113479227,0.0003657430780031404,0.00537803918741708,0.00246616553284796,0.0018490125605054232,0.022378730873158868,0.10516876088646056,True,True,True,8
Stage1,S1_025,3.0,0.05,0.0,0.0,45.4,1.3100730061531067,0.7331006646156311,0.22297203689813613,0.07866731956601143,1.2355525135993957,0.15261478573083878,0.049426856264472005,0.08676922991871834,0.03734237365424633,0.17460552155971526,0.18591518998146056,0.03462615013122559,0.3842685490846634,0.295854777097702,0.3198766797780991,0.9213743044412579,0.6668302125450636,0.0,0.0,0.5562917292118073,0.309541854262352,0.00023506879806518556,-0.00020389556884765626,-0.00045796409249305726,5.316734313964844e-06,-0.001171720027923584,-0.007155251875519753,-0.010963852703571319,0.03378266950086674,3.8930136855083823,0.05377611468300014,0.02565316799819302,0.004009225564574765,0.005710395059897721,0.11080471407542092,0.025900116673527946,0.004883629206346106,0.006916425583905123,0.010122384007879372,0.012217425420986312,0.04140524242921386,0.028680288021938574,0.0030265928184806425,0.0010416324698738464,0.0029310795229542,0.003896496175470873,0.019325871066591838,0.0,0.0,1.1562626844700293e-05,6.701047082279565e-05,0.0007401281048823198,0.0004705590244766096,0.0003626451590266867,0.005259963486428499,0.002425759898983296,0.0018010160885732088,0.021823558144614046,0.10168544627304067,True,True,True,9
Stage2,S2_006,3.0,0.05,0.0,0.0,45.4,1.3100730061531067,0.7331006646156311,0.22297203689813613,0.07866731956601143,1.2355525135993957,0.15261478573083878,0.049426856264472005,0.08676922991871834,0.03734237365424633,0.17460552155971526,0.18591518998146056,0.03462615013122559,0.3842685490846634,0.295854777097702,0.3198766797780991,0.9213743044412579,0.6668302125450636,0.0,0.0,0.5562917292118073,0.309541854262352,0.00023506879806518556,-0.00020389556884765626,-0.00045796409249305726,5.316734313964844e-06,-0.001171720027923584,-0.007155251875519753,-0.010963852703571319,0.03378266950086674,3.8930136855083823,0.05377611468300014,0.02565316799819302,0.004009225564574765,0.005710395059897721,0.11080471407542092,0.025900116673527946,0.004883629206346106,0.006916425583905123,0.010122384007879372,0.012217425420986312,0.04140524242921386,0.028680288021938574,0.0030265928184806425,0.0010416324698738464,0.0029310795229542,0.003896496175470873,0.019325871066591838,0.0,0.0,1.1562626844700293e-05,6.701047082279565e-05,0.0007401281048823198,0.0004705590244766096,0.0003626451590266867,0.005259963486428499,0.002425759898983296,0.0018010160885732088,0.021823558144614046,0.10168544627304067,True,True,True,10
Stage2,S2_007,3.0,0.05,0.0,0.005,45.4,1.3094209909439087,0.7330969452857972,0.22297042310237886,0.07866890877485275,1.2355457425117493,0.1526174619793892,0.04938500300049782,0.08676922991871834,0.03738422691822052,0.1744309112429619,0.18591518998146056,0.034651200473308566,0.3835046201944351,0.29641693234443667,0.320078444480896,0.9213742862005054,0.6668302220347864,0.0,0.0,0.5479473769664764,0.304898789525032,0.00023134946823120118,-0.00020550936460494995,-0.0004563748836517334,-1.4543533325195312e-06,-0.001169043779373169,-0.007113398611545562,-0.010938802361488342,0.03326596228759521,3.8930136855083823,0.053721363760706686,0.025655052066714798,0.004009700612656617,0.005711716347664226,0.11084195264327314,0.025917664507199085,0.004885776706901784,0.006916425583905123,0.01012421904038005,0.012223646998534813,0.04140524242921386,0.02872364110734985,0.0029811957356214304,0.0010260047693829884,0.002887093148708806,0.003896495040112765,0.019325869259221685,0.0,0.0,1.1398893761485719e-05,6.60152304667926e-05,0.0007354595717682295,0.000469539479890006,0.00036013316487757275,0.005219671908293942,0.0024076039861291067,0.0018015589578188876,0.021660646305317298,0.1010359328972471,True,True,True,11
